Time Step,Robot ID,X,Y,Degree,SD Est
29,2,-153.02727,291.8397,0,0
29,3,-185.27405,-250.74692,0,0
29,4,306.96127,143.03151,2,2
29,5,-333.15146,64.91973,1,1
29,6,27.5402,-211.9295,0,0
29,7,120.28863,283.18903,2,1.8000001
29,8,-179.0783,-98.0894,1,1
29,9,34.040455,-329.932,0,0
29,10,117.37861,230.01428,1,1.2
29,11,278.97986,116.26543,2,2
29,12,264.0641,294.0181,0,0
29,13,-164.79146,390.81403,1,1
29,14,-138.17046,364.35928,1,1
29,15,254.79,137.13315,2,2
29,16,-190.02887,-128.50194,1,1
29,17,167.58807,289.17493,1,1.2
29,18,-306.421,345.37958,0,0
29,19,351.67935,285.19485,0,0
29,20,-363.1181,12.79138,1,1
29,21,375.90338,-1.2267482,0,0
29,22,-297.288,208.53615,0,0
29,23,-149.52814,109.463875,0,0
30,0,-222.54622,260.73743,0,0
30,1,-18.315779,-71.679016,0,0
30,2,-150.0391,291.57364,0,0
30,3,-187.40065,-248.63089,0,0
30,4,305.81506,140.25911,2,2
30,5,-335.6613,63.276318,1,1
30,6,30.397085,-212.84503,0,0
30,7,122.93971,284.59323,2,1.8000001
30,8,-180.1677,-95.29419,1,1
30,9,35.352753,-332.62976,0,0
30,10,114.49701,229.1798,1,1.2
30,11,280.5819,118.80184,2,2
30,12,262.2864,296.43466,0,0
30,13,-161.82701,390.46048,1,1
30,14,-137.13652,361.5431,1,1
30,15,252.29623,138.80083,2,2
30,16,-192.11903,-126.34992,1,1
30,17,168.62373,291.99048,1,1.2
30,18,-303.71704,346.67908,0,0
30,19,349.8695,282.80228,0,0
30,20,-365.69684,11.25836,1,1
30,21,378.05127,-3.321154,0,0
30,22,-297.99017,205.61948,0,0
30,23,-149.08322,106.49705,0,0
31,0,-220.6344,258.4255,0,0
31,1,-17.067192,-74.406845,0,0
31,2,-147.0637,291.95715,1,1
